caldt,vwretd,ewretd
20040730,-0.037666,-0.051082
20040831,0.002714,-0.004725
20040930,0.020547,0.041594
20041029,0.017805,0.020837
20041130,0.048207,0.079929
20041231,0.035177,0.05292
20050131,-0.026552,-0.029278
20050228,0.022681,0.016637
20050331,-0.016948,-0.031835
20050429,-0.025185,-0.046509
20050531,0.037954,0.043808
20050630,0.011533,0.032153
20050729,0.043325,0.058745
20050831,-0.005946,-0.007217
20050930,0.010606,0.01053
20051031,-0.020877,-0.033876
20051130,0.040329,0.034319
20051230,0.003456,0.013484
20060131,0.040033,0.076354
20060228,-0.00164,0.004836
20060331,0.019053,0.036978
20060428,0.012964,0.009761
20060531,-0.03104,-0.044331
20060630,-0.00037,-0.00844
20060731,-0.001878,-0.022651
20060831,0.025063,0.025128
20060929,0.019443,0.009016
20061031,0.037106,0.0463
20061130,0.023723,0.031255
20061229,0.010848,0.014753
20070131,0.019403,0.022341
20070228,-0.014011,0.002148
20070330,0.012948,0.006576
20070430,0.039852,0.026955
20070531,0.038915,0.023034
20070629,-0.014724,-0.007856
20070731,-0.031729,-0.043616
20070831,0.011626,-0.011784
20070928,0.040902,0.0253
20071031,0.025846,0.017265
20071130,-0.049379,-0.077085
20071231,-0.004311,-0.010871
20080131,-0.062284,-0.044588
20080229,-0.021969,-0.021883
20080331,-0.010375,-0.025962
20080430,0.051126,0.031214
20080530,0.023896,0.032184
20080630,-0.078603,-0.087051
20080731,-0.013199,-0.001057
20080829,0.011121,0.014172
20080930,-0.09815,-0.120864
20081031,-0.184632,-0.205995
20081128,-0.085338,-0.136592
20081231,0.021542,0.043108
20090130,-0.07748,-0.019053
20090227,-0.101125,-0.111723
20090331,0.087672,0.113315
20090430,0.110546,0.20416
20090529,0.067338,0.106596
20090630,-0.002763,0.02726
20090731,0.082484,0.088173
20090831,0.031944,0.061285
20090930,0.045234,0.07547
20091030,-0.02841,-0.053908
20091130,0.057389,0.027781
20091231,0.029163,0.059351
20100129,-0.037116,-0.009022
20100226,0.035357,0.035837
20100331,0.064428,0.073005
20100430,0.020276,0.064485
20100528,-0.079922,-0.079465
20100630,-0.051985,-0.060717
20100730,0.071147,0.060484
20100831,-0.043857,-0.051243
20100930,0.09251,0.100232
20101029,0.038957,0.043038
20101130,0.005611,0.013447
20101231,0.067878,0.072179
20110131,0.020209,0.015515
20110228,0.038656,0.039446
20110331,0.002895,0.008717
20110429,0.028247,0.017894
20110531,-0.014667,-0.018984
20110630,-0.018481,-0.02579
20110729,-0.023528,-0.023699
20110831,-0.058535,-0.080351
20110930,-0.084302,-0.105252
20111031,0.115347,0.112389
20111130,-0.006133,-0.021163
20111230,0.004885,-0.002325
20120131,0.053938,0.092238
20120229,0.042024,0.038138
20120330,0.02528,0.021314
20120430,-0.006826,-0.0093
20120531,-0.065837,-0.07104
20120629,0.038482,0.035603
20120731,0.010332,-0.004701
20120831,0.02659,0.026505
20120928,0.026613,0.037578
20121031,-0.014378,-0.015447
20121130,0.00623,0.002596
20121231,0.012314,0.022355
20130131,0.055808,0.070443
20130228,0.00918,0.005085
20130328,0.036312,0.035209
20130430,0.01529,0.001388
20130531,0.020941,0.030189
20130628,-0.014265,-0.010088
20130731,0.053558,0.060057
20130830,-0.026043,-0.01767
20130930,0.037654,0.055586
20131031,0.040421,0.026175
20131129,0.025935,0.027553
20131231,0.026916,0.028841
20140131,-0.030025,0.002809
20140228,0.046445,0.046481
20140331,0.004499,0.00033
20140430,0.001499,-0.027622
20140530,0.020501,0.005366
20140630,0.028259,0.043852
20140731,-0.020671,-0.039866
20140829,0.040981,0.036738
20140930,-0.024705,-0.047826
20141031,0.021445,0.015858
20141128,0.0218,-0.003192
20141231,-0.003279,0.00279
20150130,-0.028445,-0.021517
20150227,0.057157,0.058636
20150331,-0.01055,-0.004043
20150430,0.008545,0.014029
20150529,0.010785,0.005495
20150630,-0.019194,-0.012181
20150731,0.012764,-0.030747
20150831,-0.060506,-0.047619
20150930,-0.03425,-0.054642
20151030,0.075048,0.054169
20151130,0.002714,0.010769
20151231,-0.022341,-0.039727
