Date,PG,UN,HH,MKT,RF
2010-05-31,-0.00311869175447,-0.0255673297555,-0.0435,-0.0788,0.0001
2010-06-30,-0.0242501595656,-0.0980167443781,-0.0324,-0.0555,0.0001
2010-07-31,-0.0264878858004,0.0110132561452,0.0422,0.0694,0.0001
2010-08-31,0.0504819446204,0.0849672449096,-0.0396,-0.0476,0.0001
2010-09-30,-0.036416402347,-0.0713320527009,0.0398,0.0955,0.0001
2010-10-31,0.00602008648968,0.0884279300214,0.0451,0.0389,0.0001
2010-11-30,0.065643044728,-0.010030061764,-0.0236,0.0061,0.0001
2010-12-31,-0.0231059103832,-0.0083694213791,0.0579,0.0683,0.0001
2011-01-31,0.0421560015334,0.0904090645164,-0.01,0.02,0.0001
2011-02-28,-0.0213609470586,-0.0491803393232,0.0166,0.035,0.0001
2011-03-31,-0.00286071818517,0.0062904705391,0.0023,0.0046,0.0001
2011-04-30,-0.0105196037774,0.0445775086472,0.0493,0.029,0.0
2011-05-31,0.0586428187693,0.0582802632004,0.0305,-0.0127,0.0
2011-06-30,0.0187174173085,-0.0177002027223,-0.0252,-0.0175,0.0
2011-07-31,-0.0320783891917,0.0253712861808,-0.0274,-0.0236,0.0
2011-08-31,-0.0363582710323,-0.0298732091932,0.0037,-0.0598,0.0001
2011-09-30,0.0297899750533,0.0684551094318,-0.0396,-0.0759,0.0
2011-10-31,-0.00663923003369,-0.0937958869283,0.0451,0.1135,0.0
2011-11-30,0.00606712897967,0.098961681456,0.0121,-0.0028,0.0
2011-12-31,0.0218466459212,-0.000757486390483,0.0191,0.0074,0.0
2012-01-31,0.0429150930753,0.0411448170591,-0.0099,0.0505,0.0
2012-02-29,-0.0466132867442,-0.0263458928717,0.064,0.0442,0.0
2012-03-31,0.0545800317459,0.00235007852122,0.0171,0.0311,0.0
2012-04-30,0.0135012618043,0.0219064772962,-0.0182,-0.0085,0.0
2012-05-31,-0.0510991555461,-0.00521437126115,-0.0506,-0.0618,0.0001
2012-06-30,-0.0317759971447,-0.0948208477644,0.0004,0.0389,0.0
2012-07-31,-0.00584891618039,0.0906138527289,0.0334,0.0079,0.0
2012-08-31,0.0551602119367,0.0390112394363,0.0349,0.0256,0.0001
2012-09-30,0.0529604470378,0.00901034473274,0.026,0.0274,0.0001
2012-10-31,0.0304153617876,0.0229160755447,0.0102,-0.0175,0.0001
2012-11-30,0.0053085050224,0.0308037482851,0.0116,0.0079,0.0001
2012-12-31,0.00476536139078,0.0407067113891,-0.0158,0.0119,0.0001
2013-01-31,-0.00273069704416,0.0147446425076,0.0869,0.0557,0.0
2013-02-28,0.102976232122,0.0568240636725,0.0314,0.0129,0.0
2013-03-31,0.0075079025345,-0.0314829010549,0.0219,0.0403,0.0
2013-04-30,0.0158190385413,0.0454893809831,0.0135,0.0155,0.0
2013-05-31,-0.00185775709985,0.0354436828496,-0.0022,0.028,0.0
2013-06-30,0.00870250258769,-0.0219343234606,-0.0072,-0.012,0.0
2013-07-31,0.00463549446701,-0.0369919849084,0.0498,0.0565,0.0
2013-08-31,0.0542364751887,0.0209755471898,-0.0285,-0.0271,0.0
2013-09-30,-0.0476482079889,-0.0610633833829,0.0093,0.0377,0.0
2013-10-31,-0.0204501160711,0.00611709366733,0.0607,0.0418,0.0
2013-11-30,0.0738505927839,0.0356859410782,0.0395,0.0312,0.0
2013-12-31,0.0269870014319,0.000367952082375,-0.0195,0.0281,0.0
2014-01-31,-0.0335972517031,0.0167395741651,-0.062,-0.0332,0.0
2014-02-28,-0.052984162415,-0.0645896354783,0.0345,0.0465,0.0
2014-03-31,0.023513954364,0.0545290859956,0.0175,0.0043,0.0
2014-04-30,0.0369126605802,0.0643153453985,0.0296,-0.0019,0.0
2014-05-31,0.0330825953223,0.0416666255722,-0.005,0.0206,0.0
2014-06-30,-0.0240465799632,0.0252607379766,-0.0129,0.0261,0.0
2014-07-31,-0.0134395464975,0.0108245359176,-0.0262,-0.0204,0.0
2014-08-31,0.0126928028382,-0.0615174407739,0.0587,0.0424,0.0
2014-09-30,0.0418079324614,0.0242158275899,0.0084,-0.0197,0.0
2014-10-31,0.00192813820016,-0.0634123382333,0.0371,0.0252,0.0
2014-11-30,0.0590591762662,-0.0227388608929,0.0323,0.0255,0.0
2014-12-31,0.0308995714246,0.0710306545842,0.0002,-0.0006,0.0
2015-01-31,0.00399645571541,-0.045835398901,-0.0492,-0.0311,0.0
2015-02-28,-0.0521294854211,0.115444136728,0.0383,0.0613,0.0
2015-03-31,0.0034069578912,0.0210150408725,-0.0198,-0.0112,0.0
2015-04-30,-0.0361784682229,-0.0411334563123,-0.0241,0.0059,0.0
2015-05-31,-0.0168147496709,0.0480021867221,0.0039,0.0136,0.0
2015-06-30,-0.0179350120625,-0.0288593158147,-0.0011,-0.0153,0.0
2015-07-31,0.0110336432451,-0.00306606930498,0.0069,0.0154,0.0
2015-08-31,-0.0337981988034,0.0771232128928,-0.0694,-0.0604,0.0
2015-09-30,-0.0981675411953,-0.135865089803,-0.0055,-0.0308,0.0
2015-10-31,0.0442669823654,0.030465918849,0.0586,0.0775,0.0
2015-11-30,0.0741968311352,0.136579461192,-0.0109,0.0056,0.0
2015-12-31,-0.00861614339433,-0.0354625638201,0.0188,-0.0216,0.0001
